Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,clean_text
15521,3,0,0,3,2,RT @FallonTonight: Jimmy and @BillyJoel's two-man doo-wop performance just went live on YouTube! https://t.co/NGzhImyvSF #FallonTonight htt&#8230;,rt fallontonight jimmy billyjoels twoman doowop performance went live youtube httpstcongzhimyvsf fallontonight htt8230
15522,3,0,3,0,1,RT @FamousNileEarls: Stoner Chicks &gt; Drunk hoes http://t.co/JctTrNURM0,rt famousnileearls stoner chick gt drunk hoe httptcojcttrnurm0
15523,3,0,0,3,2,"RT @Fant4stic63: Can kids say much when their parents pay for everything? RT @Andrea_Michele: If he paying every bill, I can't complain abo&#8230;",rt fant4stic63 kid say much parent pay everything rt andrea_michele paying every bill cant complain abo8230
15524,3,0,3,0,1,RT @FarFrmAverage_: Them hoes ain't solid &#8220;@Satisfied_x: I laugh so hard when females be all in my DMs but they have a Avi picture with the&#8230;,rt farfrmaverage_ hoe aint solid 8220satisfied_x laugh hard female dm avi picture the8230
15525,3,1,2,0,1,RT @FashionIsKEI: Don't no real bitch want no soft nigga..,rt fashioniskei dont real bitch want soft nigga
15526,3,0,3,0,1,RT @FashionIsKEI: These hoes ain't loyal.,rt fashioniskei hoe aint loyal
15527,3,0,3,0,1,RT @FatSlutty_xXx: My ex bitch keep tryna be my next bitch.. when she called me tha other day i told her GIVE IT A REST BITCH,rt fatslutty_xxx ex bitch keep tryna next bitch called tha day told give rest bitch
15528,3,0,3,0,1,"RT @FavaloroGfavs: @wenh08 bitch, ya betta! Haha I care for too love!",rt favalorogfavs wenh08 bitch ya betta haha care love
15529,3,1,2,0,1,"RT @Faz____: I convinced hitler was a faggit, no bitches, no kids, all those leather uniforms, wanted to be alone with his closest men lock&#8230;",rt faz____ convinced hitler faggit bitch kid leather uniform wanted alone closest men lock8230
15530,3,0,3,0,1,RT @Fck_Witcho_Mans: Fuck Michigan too many wanna be thugs. If you ask me y'all pussy. I'm out this bitch next year,rt fck_witcho_mans fuck michigan many wanna thug ask yall pussy im bitch next year
15531,3,0,3,0,1,RT @FeeelGreatness: You don't know where your boyfriend is at on a Saturday night? LOL He fucking other bitches that's where he's at,rt feeelgreatness dont know boyfriend saturday night lol fucking bitch thats he
15532,3,1,2,0,1,RT @FeelinMarvelous: Niggas want a virgin porn star and bitches want a dangerous safe nigga.,rt feelinmarvelous nigga want virgin porn star bitch want dangerous safe nigga
15533,3,2,1,0,0,RT @FeelinYurTHROAT: Don't watch me you beta watch your bitch nigga!,rt feelinyurthroat dont watch beta watch bitch nigga
15534,3,0,3,0,1,"RT @Feenohmenal: @NotoriousBeep fifty bucks says a dense cunt thinks I say totes on the ""reg"" and unfollows b/c I said cheerleader. Countdo&#8230;",rt feenohmenal notoriousbeep fifty buck say dense cunt think say tote reg unfollows bc said cheerleader countdo8230
15535,3,0,3,0,1,"RT @Feenohmenal: I spent my whole fucking life apologizing for not being enough. You can't cut, nip, fuck, booze or drug the inadequacy out&#8230;",rt feenohmenal spent whole fucking life apologizing enough cant cut nip fuck booze drug inadequacy out8230
15536,3,0,0,3,2,RT @FeinsandNYDN: Yankees acquire Chase Headley from the Padres for Yangervis Solarte and Rafael DePaula.,rt feinsandnydn yankee acquire chase headley padre yangervis solarte rafael depaula
15537,3,0,2,1,1,"RT @Felonious_munk: ""you don't want to get treated like a ho, stop dressing like one"" ""if you want to stop getting treated like a thug.....&#8230;",rt felonious_munk dont want get treated like ho stop dressing like one want stop getting treated like thug8230
15538,3,0,3,0,1,"RT @FemaleTexts: ""You're such a bitch"" 

Me: http://t.co/XfRnQ6UM1O",rt femaletexts youre bitch httptcoxfrnq6um1o
15539,3,0,2,1,1,"RT @FeministaJones: Not today, bitch. Not today RT @RennyStevens: @FeministaJones soooo ur a black feminist. U do know how pointless that i&#8230;",rt feministajones today bitch today rt rennystevens feministajones soooo ur black feminist u know pointless i8230
15540,3,1,2,0,1,"RT @FemsHaveBallz: LOL at my mentions 

Liberal1: you're a racist bitch

Liberal2: yeah kill all whites

(Liberal1 is white)

Liberal1: Not&#8230;",rt femshaveballz lol mention liberal1 youre racist bitch liberal2 yeah kill white liberal1 white liberal1 not8230
15541,3,0,3,0,1,RT @FemsHaveBallz: Liberals threaten my life everyday on here. So don't mind me while I'm a total jackass to their butt hurt pussies right &#8230;,rt femshaveballz liberal threaten life everyday dont mind im total jackass butt hurt pussy right 8230
15542,3,0,2,1,1,"RT @FemsHaveBallz: The looters in #Ferguson are so retarded, that they risk arrest to get free food when EBT already pays for their food LO&#8230;",rt femshaveballz looter ferguson retarded risk arrest get free food ebt already pay food lo8230
15543,3,3,0,0,0,RT @FemsHaveBallz: You can no longer run a business n America unless it's deemed acceptable by 1 political group of retards known as democr&#8230;,rt femshaveballz longer run business n america unless deemed acceptable 1 political group retard known democr8230
15544,3,0,3,0,1,RT @FenkellPayroll: Ppl quick 2 bitch about what somebody ain't did for em when 9 times outta 10 they ain't did shit for that person,rt fenkellpayroll ppl quick 2 bitch somebody aint em 9 time outta 10 aint shit person
15545,3,0,2,1,1,RT @Fewjr: &#8220;@1MarKus_A: Pau a hoe. How u gon play after the trade deadline&#8221; I dislike that guy. Yea he helped bring two chips but he soft A&#8230;,rt fewjr 82201markus_a pau hoe u gon play trade deadline8221 dislike guy yea helped bring two chip soft a8230
15546,3,1,2,0,1,RT @Fewjr: @1MarKus_A @MakEitSndGoOd she curved regular niggas daily. Especially us Austin niggas. Damn yellow ppl &#128127;,rt fewjr 1markus_a makeitsndgood curved regular nigga daily especially u austin nigga damn yellow ppl 128127
15547,6,1,5,0,1,"RT @Fewjr: I don't trust nobody.&#128532;&#128076;

These bitches fake. &#128073;&#128131;

These niggas faker. &#128073;&#128694; 

So it's not ""fuck y'all"", I'd rather just not fuck wi&#8230;",rt fewjr dont trust nobody128532128076 bitch fake 128073128131 nigga faker 128073128694 fuck yall id rather fuck wi8230
15548,3,0,3,0,1,"RT @FezTht70s: A penis lives a sad life: His hair is a mess, his family is nuts, neighbor is an asshole, best friend is a pussy and owne ...",rt feztht70s penis life sad life hair mess family nut neighbor asshole best friend pussy owne
15549,3,0,3,0,1,RT @FightCIubs: Resisting the urge to smack a bitch http://t.co/kwe5j13O9b,rt fightciubs resisting urge smack bitch httptcokwe5j13o9b
15550,3,0,3,0,1,RT @FightsOnVine: Bruh this bitch is possessed by the thot demon https://t.co/6fa2iiXs6m,rt fightsonvine bruh bitch possessed thot demon httpstco6fa2iixs6m
15551,3,0,3,0,1,RT @FightsOnVine: She used her hair to throw her then kicked her in the head THEN called her a bitch &#128553;&#128514; https://t.co/JUywZNabP5,rt fightsonvine used hair throw kicked head called bitch 128553128514 httpstcojuywznabp5
15552,3,0,3,0,1,RT @FillWerrell: That son of a bitch moment when you're walking around the house with socks on and step on a random wet spot...,rt fillwerrell son bitch moment youre walking around house sock step random wet spot
15553,3,0,1,2,2,"RT @FilmFatale_NYC: Wow, he basically just told his daughter ""I want some mocha colored grandbabies!"" #HTGAWM",rt filmfatale_nyc wow basically told daughter want mocha colored grandbabies htgawm
15554,3,0,3,0,1,"RT @FirearmsDaily: Statistics don't lie, if you like gun control you're a queer guy. #FD",rt firearmsdaily statistic dont lie like gun control youre queer guy fd
15555,3,2,1,0,0,"RT @Fit4LifeMike: @Whitecholo23 @chanelisabeth true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p 
Alright, later&#8230;",rt fit4lifemike whitecholo23 chanelisabeth true need sleep make gainz bruh hoe stay mirin p alright later8230
15556,3,0,2,1,1,RT @Fitcchh: White girls that talk ghetto&lt;&lt;&lt; you're not cute&#128514;,rt fitcchh white girl talk ghettoltltlt youre cute128514
15557,3,0,3,0,1,RT @FleeBiscuit: Girls with anchor tats are hoes,rt fleebiscuit girl anchor tat hoe
15558,3,1,2,0,1,RT @FleeBiscuit: I look in the mirror and see a pussy ass bitch that sits down when he pees.,rt fleebiscuit look mirror see pussy as bitch sits pee
15559,3,0,3,0,1,RT @FleeBiscuit: She's a sapiosexual. I had a Jimmy Neutron brain blast. Showed her I'm an intellectual and put the pussy on the chainwax.,rt fleebiscuit shes sapiosexual jimmy neutron brain blast showed im intellectual put pussy chainwax
15560,3,0,3,0,1,RT @FlexFoee: @1BookieG if he fuck yo bitch u should be happy like damn boosie fucked my bitch lmao,rt flexfoee 1bookieg fuck yo bitch u happy like damn boosie fucked bitch lmao
15561,3,1,2,0,1,RT @FlirtyWords: Distance is a fucking bitch.,rt flirtywords distance fucking bitch
15562,3,0,3,0,1,RT @FlowDaddy24: @_RinkO0 @d_brad80 @0biwankobe @zielonkoo @peterbyers24 @coleduff24 @datdude_zp big booty hoe,rt flowdaddy24 _rinko0 d_brad80 0biwankobe zielonkoo peterbyers24 coleduff24 datdude_zp big booty hoe
15564,3,0,3,0,1,"RT @FlyEaglesNation: Yeah, #Eagles definitely aren't finishing 4th in division. Not this year bitches.",rt flyeaglesnation yeah eagle definitely arent finishing 4th division year bitch
15565,3,0,3,0,1,RT @FlyGuyErv: Robin Thicke doing too much to get Paula back. That pussy had to have been &#127344;1&#8419;.,rt flyguyerv robin thicke much get paula back pussy 12734418419
15566,3,0,3,0,1,RT @Fly_Air_Walker: I haven't had cable At my crib in a year I don't give a damn bout a tv show like hoes n hip hop,rt fly_air_walker havent cable crib year dont give damn bout tv show like hoe n hip hop
15567,3,0,3,0,1,"RT @Fly_Boy_Smooth: Man y'all hoes gotta chill with this going natural bullshit, it's only a few who can actually pull it off but the rest &#8230;",rt fly_boy_smooth man yall hoe gotta chill going natural bullshit actually pull rest 8230
15568,3,0,3,0,1,"RT @FlyoutChase: When I saw men saying ""Arguing with women is gay""...what's when I knew y'all really try hard for bitches attention who don&#8230;",rt flyoutchase saw men saying arguing woman gaywhats knew yall really try hard bitch attention don8230
15569,3,0,3,0,1,"RT @Foamposites: Random hoe: So I heard..

Me: http://t.co/YXpESFMG8f",rt foamposites random hoe heard httptcoyxpesfmg8f
15570,3,0,1,2,2,RT @FolllowEsteban: I think the Clips and Thunder would've gave the Heat a good as well...the East is just trash,rt folllowesteban think clip thunder wouldve gave heat good wellthe east trash
15571,3,0,0,3,2,RT @FoodPornPhotos: Oreo Cheesecake Bites. http://t.co/ybOQrrTJyt,rt foodpornphotos oreo cheesecake bite httptcoyboqrrtjyt
15572,3,0,0,3,2,RT @FoodPornsx: Deep Fried Oreos &#128588;&#128069;&#128166; . http://t.co/dy7QT1Jtlg,rt foodpornsx deep fried oreo 128588128069128166 httptcody7qt1jtlg
15573,3,0,0,3,2,RT @FoodPornsx: Oreo Drumstick! http://t.co/AcN8J59r6b,rt foodpornsx oreo drumstick httptcoacn8j59r6b
15574,3,0,0,3,2,RT @FoodPornsx: Oreo ice cream. ~ http://t.co/thrkAobdVj,rt foodpornsx oreo ice cream httptcothrkaobdvj
15575,3,0,0,3,2,RT @FoodPornsx: Ultimate Chocolate Chip Cookie n' Oreo Fudge Brownie Bar http://t.co/7YvXiJmmcp,rt foodpornsx ultimate chocolate chip cookie n oreo fudge brownie bar httptco7yvxijmmcp
15576,3,0,0,3,2,RT @FoodTabloid: Oreo cake http://t.co/iJ0idCAQMl,rt foodtabloid oreo cake httptcoij0idcaqml
15577,3,0,0,3,2,RT @Food_BibIe: Oreo Ice Cream Cake http://t.co/sW0A1HQhyy,rt food_bibie oreo ice cream cake httptcosw0a1hqhyy
15578,3,0,3,0,1,RT @FoolishSmoker: The nerve of these bitches in Champaign,rt foolishsmoker nerve bitch champaign
15579,3,0,3,0,1,RT @ForTheMen: These hoes ain't loyal http://t.co/6jTLueUQkG,rt forthemen hoe aint loyal httptco6jtlueuqkg
15580,6,0,0,6,2,"RT @Forbes: 52% of the world's mammals, birds, reptiles, amphibians &amp; fish vanished between 1970 &amp; 2010: http://t.co/MImizth0OZ http://t.co&#8230;",rt forbes 52 world mammal bird reptile amphibian amp fish vanished 1970 amp 2010 httptcomimizth0oz httptco8230
15581,3,0,3,0,1,RT @ForeignGAWDESS: A relationship is for 2 &#128107; . . but you know some of you hoes don't know how to count &#9995;&#128530;,rt foreigngawdess relationship 2 128107 know hoe dont know count 9995128530
15582,3,0,3,0,1,RT @Foreverandix: &#8220;@Vikyfdez15: @Foreverandix today at 10am&#8221; bitch do your Hw!,rt foreverandix 8220vikyfdez15 foreverandix today 10am8221 bitch hw
15583,3,0,0,3,2,RT @FoxNews: #FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy. #Election2014,rt foxnews foxnews project wyoming senator mike enzi defeat democratic challenger charlie hardy election2014
15584,3,0,3,0,1,"RT @FranquitoUno: Instagram, the only place you can find thirsty hoes and connects at the same time http://t.co/2fj7WrdTQ3",rt franquitouno instagram place find thirsty hoe connects time httptco2fj7wrdtq3
15585,3,0,3,0,1,"RT @Fratfession: ""Every frat should have gay brothers because they pull hella fine bitches to your parties"" - Sigma Alpha Epsilon",rt fratfession every frat gay brother pull hella fine bitch party sigma alpha epsilon
15586,3,0,3,0,1,RT @FreakNation69: Eatin the pussy right and she push you off &gt;&gt;&gt; http://t.co/kg17wWI0vX,rt freaknation69 eatin pussy right push gtgtgt httptcokg17wwi0vx
15587,3,1,2,0,1,"RT @FreakoSLAM93: ""@TattedHMS: @FreakoSLAM93 let's go pick up dat bitch she only 10 dollars lol"" Hml Brogod",rt freakoslam93 tattedhms freakoslam93 let go pick dat bitch 10 dollar lol hml brogod
15588,3,0,3,0,1,RT @FreddieGibbs: It's cold as penguin pussy.,rt freddiegibbs cold penguin pussy
15589,3,0,0,3,2,RT @FreddyAmazin: How can anyone hate Charlie Sheen http://t.co/NiEJirYg7u,rt freddyamazin anyone hate charlie sheen httptconiejiryg7u
15590,3,1,2,0,1,RT @FreeFaceRidess: Niggas be waiting for these light skin bitches to respond to a DM like ... http://t.co/LZLuNyh5Xo,rt freefaceridess nigga waiting light skin bitch respond dm like httptcolzlunyh5xo
15591,6,1,5,0,1,RT @FreeLaddin: This is what happens when niggas gas up ugly bitches http://t.co/dfKYmADk3b,rt freeladdin happens nigga gas ugly bitch httptcodfkymadk3b
15592,3,0,3,0,1,"RT @FreeMolly_: &#8220;@___Tamm: Shawty fine, breath stank...&#8221; Do da heisman on dat hoe &#128514;",rt freemolly_ 8220___tamm shawty fine breath stank8221 da heisman dat hoe 128514
15593,3,0,3,0,1,RT @FreeMolly_: @VoiceOfDStreetz my bad bro dem hoes heat tho &#128293;&#128293;&#128293;,rt freemolly_ voiceofdstreetz bad bro dem hoe heat tho 128293128293128293
15594,3,0,3,0,1,RT @FreeMolly_: @VoiceOfDStreetz why I was bouta grab dem hoes yeterday outta hook ups &#128553;,rt freemolly_ voiceofdstreetz bouta grab dem hoe yeterday outta hook ups 128553
15595,3,0,3,0,1,RT @FreeTopher: Fuck bitches...Get money,rt freetopher fuck bitchesget money
15596,3,0,3,0,1,RT @FreeTopher: Some females make being a hoe look so easy like damn girl dont shit bother yo soul sometimes ?? &#128553;&#128553;&#128553;,rt freetopher female make hoe look easy like damn girl dont shit bother yo soul sometimes 128553128553128553
15597,3,0,3,0,1,RT @FreeTopher: That black pussy have nigga sayin anything #AHSFREAKSHOW,rt freetopher black pussy nigga sayin anything ahsfreakshow
15598,3,1,2,0,1,RT @FreshCigarette: Can you cunts go 20 seconds without talking about weed,rt freshcigarette cunt go 20 second without talking weed
15599,3,0,3,0,1,"RT @FriendZoneCEO: The go-to insult is always to call someone:

1. Fat
2. Ugly
Or
3. A hoe",rt friendzoneceo goto insult always call someone 1 fat 2 ugly 3 hoe
15600,3,1,2,0,1,"RT @FriendlyAssh0le: ""If you dont text me first, we dont text at all""

Thats why you're lonely and single, you stupid bitch.",rt friendlyassh0le dont text first dont text thats youre lonely single stupid bitch
15601,3,0,3,0,1,"RT @FriendlyAssh0le: ""You curse too much""

bitch you breathe too much, shut the fuck up",rt friendlyassh0le curse much bitch breathe much shut fuck
15602,3,0,3,0,1,"RT @FriendlyAssh0le: ""i miss my bf"" well, i miss limewire... sooo shut the fuck up, you whiny bitch",rt friendlyassh0le miss bf well miss limewire sooo shut fuck whiny bitch
15603,3,0,3,0,1,"RT @FriendlyAssh0le: First I charge my phone, then I text your bitch",rt friendlyassh0le first charge phone text bitch
15604,3,0,3,0,1,RT @FriendlyAssh0le: Hoes will be hoes.,rt friendlyassh0le hoe hoe
15605,3,0,3,0,1,RT @FriendlyAssh0le: How bitches be when soccer players take their shirt off.. http://t.co/XaLMdxr2A3,rt friendlyassh0le bitch soccer player take shirt httptcoxalmdxr2a3
15606,3,1,2,0,1,"RT @FriendlyAssh0le: If I got something to say to you, ill @ you, until then, dont be concerned about my tweets, bitch.",rt friendlyassh0le got something say ill dont concerned tweet bitch
15607,3,0,3,0,1,"RT @FriendlyAssh0le: If I had $400 and my girl had $0, I would have $400 &amp; be single bc I dnt fuck with broke bitches. get your money up.",rt friendlyassh0le 400 girl 0 would 400 amp single bc dnt fuck broke bitch get money
15608,3,0,3,0,1,"RT @FriendlyAssh0le: If I've ever offended you, im sorry..

.

.

.

.

.

.

.

.

.

.

that you're a sensitive lil bitch.",rt friendlyassh0le ive ever offended im sorry youre sensitive lil bitch
15609,3,0,3,0,1,"RT @FriendlyAssh0le: If I've offended you, I'm very sorry that you're a lil bitch with no sense of humor.",rt friendlyassh0le ive offended im sorry youre lil bitch sense humor
15610,6,0,5,1,1,"RT @FriendlyAssh0le: It's annoying as hell when girls tweet about ""bae"" all day. We don't give a fuck bitch. ""Bae"" is somewhere cheating ri&#8230;",rt friendlyassh0le annoying hell girl tweet bae day dont give fuck bitch bae somewhere cheating ri8230
15611,6,1,5,0,1,RT @FriendlyAssh0le: These 13 yr old bitches really got that minimum wage nigga alex thinking about starting a clothing line. Im done with &#8230;,rt friendlyassh0le 13 yr old bitch really got minimum wage nigga alex thinking starting clothing line im done 8230
15612,3,0,1,2,2,"RT @FriendlyAssh0le: Todays Horoscope: 

you're still a hoe

That is all. have a nice day",rt friendlyassh0le today horoscope youre still hoe nice day
15613,3,0,3,0,1,"RT @FriendlyAssh0le: bitches will argue with you for 30 mins and then be like ""you know what, i aint gonna argue with you""

bitch what???",rt friendlyassh0le bitch argue 30 min like know aint gonna argue bitch
15614,3,0,3,0,1,RT @FriendlyAssh0le: bitches with no tits or ass dont even get a hug from me... you're one of the boys now.. you get a handshake.,rt friendlyassh0le bitch tit as dont even get hug youre one boy get handshake
15615,3,0,3,0,1,RT @FriendlyAssh0le: i dont give a fuck what my ex is doing... bitch isn't my problem anymore,rt friendlyassh0le dont give fuck ex bitch isnt problem anymore
15616,3,0,3,0,1,"RT @FriendlyAssh0le: im not rude, most people are just sensitive little bitches",rt friendlyassh0le im rude people sensitive little bitch
15617,6,2,4,0,1,RT @FriendlyAssh0le: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/alUy9EO3xK,rt friendlyassh0le rt u remember steve blue clue left u bitch as nigga joe httptcoaluy9eo3xk
15618,3,0,3,0,1,RT @FriendlyAssh0le: when bitches talk about their bf 24/7 http://t.co/kDEBRyK5eR,rt friendlyassh0le bitch talk bf 247 httptcokdebryk5er
15619,3,0,3,0,1,RT @FuccSeth: @Huntermoore bitch doing a keg stand at this party http://t.co/mUKk3bOTtU,rt fuccseth huntermoore bitch keg stand party httptcomukk3bottu
15620,3,0,2,1,1,RT @FuckBoiRik: Ok seriously fuck the people who slam on their breaks when the light turns yellow. FLOOR THAT SHIT BITCH,rt fuckboirik ok seriously fuck people slam break light turn yellow floor shit bitch
15621,3,0,3,0,1,RT @FuckBoyLog: I bet I hit that bitch.. like a game winner,rt fuckboylog bet hit bitch like game winner
15623,3,0,3,0,1,RT @FuckHisTattoos: Niggas! Stop giving these hoes Attention! How About retweeting True beauty instead of retweeting these half naked MF.,rt fuckhistattoos nigga stop giving hoe attention retweeting true beauty instead retweeting half naked mf
15624,3,0,3,0,1,RT @FuckTraVonn: .@TropicalKyle being a hoe is a talent. Das why girls put booking info in they bio when they get 5k followers,rt fucktravonn tropicalkyle hoe talent da girl put booking info bio get 5k follower
15625,3,0,3,0,1,RT @FuckTraVonn: @TropicalKyle @wendella_ one time me and this blind bitch was watching a movie,rt fucktravonn tropicalkyle wendella_ one time blind bitch watching movie
15626,3,0,3,0,1,RT @FuckTraVonn: @TropicalKyle I saw the xxx but I just thought she was a hoe,rt fucktravonn tropicalkyle saw xxx thought hoe
15627,3,1,2,0,1,RT @FuckTraVonn: Niggas madd gay RT @CirocBwoy_: teachers giving niggas pussy and they snitching. incredible,rt fucktravonn nigga madd gay rt cirocbwoy_ teacher giving nigga pussy snitching incredible
15628,9,1,8,0,1,RT @FuckYouIsaac_: Maury 70 years old still exposing hoes,rt fuckyouisaac_ maury 70 year old still exposing hoe
15629,3,3,0,0,0,RT @Fucking_Garza: I wanna sleep but I'm outside with this nigger lol trying to hang him,rt fucking_garza wanna sleep im outside nigger lol trying hang
15630,3,0,1,2,2,"RT @FukTylar: ""Heard you was talkin trash like I wouldn't find out"" http://t.co/8LpcnHM9XB",rt fuktylar heard talkin trash like wouldnt find httptco8lpcnhm9xb
15631,3,0,3,0,1,"RT @FumingTurnip: @PatVPeters O didn't know?!? Sure, he's a little bitch. Valerie Jarrett on the other hand, you betcha. That guy knows eve&#8230;",rt fumingturnip patvpeters didnt know sure he little bitch valerie jarrett hand betcha guy know eve8230
15632,3,2,0,1,0,RT @FunSizedYogi: @TheBlackVoice well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho&#8230;,rt funsizedyogi theblackvoice well else white ppl get u forget horrific past paint pretty picture ho8230
15633,3,1,2,0,1,RT @FunkyDineva: Chile I'm taking greyhound everywhere from now on. Yo hoes and bout to fly me into no building or fly me over the Bermuda &#8230;,rt funkydineva chile im taking greyhound everywhere yo hoe bout fly building fly bermuda 8230
15634,3,0,3,0,1,RT @FunkyDineva: I have not watched part 2 of the reunion. I'm so over them hoes. I don't even care,rt funkydineva watched part 2 reunion im hoe dont even care
15635,3,0,3,0,1,"RT @FunkyDineva: If you can barely walk in your heels or your dress, bitch you are trying to hard",rt funkydineva barely walk heel dress bitch trying hard
15636,3,0,3,0,1,RT @FunkyDineva: Teenagers have got to be the most disrespectful sons of bitches ever! I commend all parents. It's not an easy job,rt funkydineva teenager got disrespectful son bitch ever commend parent easy job
15637,3,0,0,3,2,RT @FunnyJokeBook: I hope I made these pot brownies right http://t.co/iDDDHPPjiu,rt funnyjokebook hope made pot brownie right httptcoidddhppjiu
15638,3,0,3,0,1,"RT @FunnyJokeBook: If your tweets have never offended anyone, then you tweet like a little bitch.",rt funnyjokebook tweet never offended anyone tweet like little bitch
15639,3,0,0,3,2,RT @FunnyJulius: Please win it all this year @Yankees,rt funnyjulius please win year yankee
15640,3,0,1,2,2,RT @FunnyOGtweets: When rednecks fool around with the aux cord http://t.co/Tyzuro7qR5,rt funnyogtweets redneck fool around aux cord httptcotyzuro7qr5
15641,3,0,3,0,1,"RT @FunnyOrTips: ugly people: taken &#128143; 

nerds: taken &#128143; 

hoes: taken &#128143; 

everybody: taken &#128143; 

me: &#128694;",rt funnyortips ugly people taken 128143 nerd taken 128143 hoe taken 128143 everybody taken 128143 128694
15642,3,0,3,0,1,"RT @FunnyPicsDepot: He really put ""side bitch contract"" &#128514;&#128514; http://t.co/KOktVOpVp1",rt funnypicsdepot really put side bitch contract 128514128514 httptcokoktvopvp1
15643,3,0,3,0,1,RT @FunnyPicsDepot: Lmao I hate that hoe already &#128514; http://t.co/0vRAm5PFJL,rt funnypicsdepot lmao hate hoe already 128514 httptco0vram5pfjl
15644,6,0,6,0,1,RT @FunnyPicsDepot: Lmfao bitch got my phone https://t.co/alUNWj9SCk,rt funnypicsdepot lmfao bitch got phone httpstcoalunwj9sck
15645,3,0,3,0,1,RT @FunnyPicsDepot: Niggas develop superpowers when it comes to getting some pussy http://t.co/ADbxQlTDJj,rt funnypicsdepot nigga develop superpower come getting pussy httptcoadbxqltdjj
15646,3,0,3,0,1,RT @FunnyPicsDepot: These 5th grade hoes ain't loyal http://t.co/hhPruzXR0J,rt funnypicsdepot 5th grade hoe aint loyal httptcohhpruzxr0j
15647,3,0,3,0,1,RT @FunnyPicsDepot: When u start realizing that bae is a hoe http://t.co/0j96w8OFMq,rt funnypicsdepot u start realizing bae hoe httptco0j96w8ofmq
15648,3,0,3,0,1,RT @FunnyPicsDepot: When you get twerk from the thickest bitch in the room http://t.co/a6r9U18EFS,rt funnypicsdepot get twerk thickest bitch room httptcoa6r9u18efs
15649,3,2,1,0,0,RT @FunnyPicsDepot: White trash warfare pt 3 https://t.co/zboIyjnfl9 &#128514;&#128514;&#128514;,rt funnypicsdepot white trash warfare pt 3 httpstcozboiyjnfl9 128514128514128514
15650,3,0,3,0,1,"RT @FunnyPicsDepot: bitches be like ""I'm a virgin"" http://t.co/mFDwXmg8ic",rt funnypicsdepot bitch like im virgin httptcomfdwxmg8ic
15651,3,1,2,0,1,RT @FunnyPicsDepot: bitches in middle school be like http://t.co/8HdtphPH51,rt funnypicsdepot bitch middle school like httptco8hdtphph51
15652,3,0,3,0,1,RT @FunnyPicsDepot: how to get unlimited pussy in high school http://t.co/54vF2R3S3a,rt funnypicsdepot get unlimited pussy high school httptco54vf2r3s3a
15653,3,3,0,0,0,RT @FunnyPicsDepot: pussy ass nigga http://t.co/lXONrmTQTK,rt funnypicsdepot pussy as nigga httptcolxonrmtqtk
15654,3,0,3,0,1,RT @FunnyPicsDepot: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/AMJyeK77QA,rt funnypicsdepot rt u remember steve blue clue left u bitch as nigga joe httptcoamjyek77qa
15655,6,0,6,0,1,RT @FunnyPicsDepot: this bitch at the mall shaped like mr. incredible http://t.co/L8CuVNznWm,rt funnypicsdepot bitch mall shaped like mr incredible httptcol8cuvnznwm
15656,3,0,0,3,2,"RT @FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/rJVOVoO53l",rt funnypicsdepot play soccer cheat girl wear khaki coloured cargo haircut httptcorjvovoo53l
15657,3,0,3,0,1,RT @FunnyQuotees: Halloween use to be a holiday for kids. It is now National dress like your inner hoe day.,rt funnyquotees halloween use holiday kid national dress like inner hoe day
15658,3,0,3,0,1,"RT @FunnyQuotees: I hope a bird shits on your face, bitch.",rt funnyquotees hope bird shit face bitch
15659,3,0,3,0,1,RT @FunnySayings: &#8220;you&#8217;re a bitch&#8221; that&#8217;s new information thanks,rt funnysayings 8220you8217re bitch8221 that8217s new information thanks
15660,3,0,3,0,1,RT @Fvnxy: Irrelevant people talk so much shit like who the fuck are you bitch,rt fvnxy irrelevant people talk much shit like fuck bitch
15661,6,0,6,0,1,RT @Fvnxy: When bae turns out to be a hoe http://t.co/h37nSQCmaR,rt fvnxy bae turn hoe httptcoh37nsqcmar
15662,3,0,3,0,1,"RT @G0ldenG0ddess: Turn up about to be real , marriott with my bitches for the weekend , mansion tonight , adult swim tomorrow &#128131;",rt g0ldeng0ddess turn real marriott bitch weekend mansion tonight adult swim tomorrow 128131
15663,3,0,3,0,1,RT @GBithc: This bitch think she cute and have all the guys over her hunny ur fake asf just like ur weave he dont even like u stfu,rt gbithc bitch think cute guy hunny ur fake asf like ur weave dont even like u stfu
15664,3,0,3,0,1,"RT @GDKElijah: Ladies, if your pussy sounds like this please hit my DMs. I need you for a science project &#128064; https://t.co/XR0HgOld5m",rt gdkelijah lady pussy sound like please hit dm need science project 128064 httpstcoxr0hgold5m
15665,3,1,2,0,1,RT @GLODEH: Her shitty booty ass talm about its a prep rally. How bitch how? What y'all preparing for? &#128514;&#128514;&#128514;,rt glodeh shitty booty as talm prep rally bitch yall preparing 128514128514128514
